what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1350622924974
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1350622924975
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1350622924975
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1350622924976
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1350622924976
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1350622924977
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1350622924978
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1350622924979
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1350622924981
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350622924981
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1350622924983
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350622924984
started,bundle,com.google.gdt.eclipse.designer,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer",1350622924984
started,bundle,com.google.gdt.eclipse.designer.GXT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.GXT",1350622924985
started,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.SmartGWT",1350622924986
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.6.0.r37x201206111227,"com.google.gdt.eclipse.designer.UiBinder",1350622924986
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1350622924987
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1350622924990
started,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1350622924990
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1350622924991
started,bundle,org.eclipse.wb.discovery.core,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.core",1350622924991
os,sysinfo,,,"win32",1350622924994
arch,sysinfo,,,"x86_64",1350622924995
ws,sysinfo,,,"win32",1350622924995
locale,sysinfo,,,"en_US",1350622924995
processors,sysinfo,,,"8",1350622924995
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350622924995
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1350622924995
java.specification.name,sysinfo,,,"Java Platform API Specification",1350622924995
java.specification.vendor,sysinfo,,,"Oracle Corporation",1350622924995
java.specification.version,sysinfo,,,"1.7",1350622924995
java.vendor,sysinfo,,,"Oracle Corporation",1350622924995
java.version,sysinfo,,,"1.7.0_02",1350622924995
java.vm.info,sysinfo,,,"mixed mode",1350622924995
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1350622924995
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350622924995
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1350622924995
java.vm.specification.version,sysinfo,,,"1.7",1350622924995
java.vm.vendor,sysinfo,,,"Oracle Corporation",1350622924995
java.vm.version,sysinfo,,,"22.0-b10",1350622924995
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1350622925001
started,bundle,org.eclipse.wb.discovery.ui,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.ui",1350622925003
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350622926618
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350622926642
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1350622926678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350622933398
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1350622938477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350622942361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350622993429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350622994937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350622997866
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1350623009628
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1350623009729
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1350623009751
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1350623009839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623010001
started,bundle,com.google.gdt.eclipse.designer.hosted,2.6.0.r37x201206111222,"com.google.gdt.eclipse.designer.hosted",1350623010071
started,bundle,org.eclipse.jgit,2.1.0.201209190230-r,"org.eclipse.jgit",1350623010073
started,bundle,org.eclipse.egit.core,2.1.0.201209190230-r,"org.eclipse.egit.core",1350623010092
started,bundle,org.eclipse.egit.ui,2.1.0.201209190230-r,"org.eclipse.egit.ui",1350623010131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623010165
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1350623010340
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1350623010346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623013562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623020125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623026259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623026294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623031256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623031275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623032852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1350623036309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1350623038380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623055453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623072218
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1350623073097
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1350623073101
started,bundle,com.google.gdt.eclipse.designer.wizards,2.6.0.r37x201206111253,"com.google.gdt.eclipse.designer.wizards",1350623073131
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350623073148
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1350623073152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623074500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623075709
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1350623075713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350623075713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623076436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623090238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623092340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623101405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623103532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623105152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623107737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623113609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623118075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623130805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1350623132219
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623137449
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623137590
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623137641
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1350623137721
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1350623138126
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623138716
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623144745
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1350623145557
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1350623145693
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1350623145744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623145781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623147994
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1350623148216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623148494
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350623148579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623150563
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623154002
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623155218
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623155423
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623155549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623165962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623169275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623169741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623253723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623285181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623288000
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623333791
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623335540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623337655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623389967
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623391173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623449582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623454962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623470896
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623504055
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623547267
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623559597
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623563960
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623578669
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623601583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623626945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623636276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623641594
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623656978
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623708287
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623708463
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350623710828
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623711010
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623711088
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623722446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623727234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623733531
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623769024
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623769909
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623770563
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623772580
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623775801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623788454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623797289
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350623805579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623848654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623872512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623879585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623899752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350623916075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624195643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624197704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624259894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624306097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624400135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624403319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624483376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624600914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624608074
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350624662295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624667821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624672479
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350624672700
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1350624673010
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1350624673011
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1350624673024
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1350624673026
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1350624673029
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1350624673031
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1350624673031
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1350624673031
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1350624673033
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1350624673035
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1350624673038
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1350624673040
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1350624673047
stopped,bundle,org.eclipse.wb.rcp.GroupLayout,1.5.0.r37x201206111330,"org.eclipse.wb.rcp.GroupLayout",1350624673047
stopped,bundle,org.eclipse.wb.rcp.SWT_AWT,1.5.0.r37x201206111333,"org.eclipse.wb.rcp.SWT_AWT",1350624673047
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding.emf",1350624673049
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.rcp.databinding.xwt",1350624673051
stopped,bundle,org.eclipse.wb.rcp.databinding,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding",1350624673052
stopped,bundle,org.eclipse.wb.rcp.nebula,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.nebula",1350624673054
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.swing2swt",1350624673055
stopped,bundle,org.eclipse.wb.xwt,1.5.0.r37x201206111323,"org.eclipse.wb.xwt",1350624673056
stopped,bundle,org.eclipse.wb.rcp,1.5.0.r37x201206111317,"org.eclipse.wb.rcp",1350624673056
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1350624673056
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1350624673057
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1350624673060
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1350624673061
